"site","year","plot","totcov","symbol","aerial_cover","block","paddock","drought","grazing_category","grazing_treatment","livestock_util_2019","livestock_util_2020","livestock_util_2021","rel_brome_cov"
"TB",2021,39,53.25,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2021,39,53.25,"BRAR",0.25,"3","3",0,"MLLMM","destock",50,30,30,0.469483568075117
"TB",2021,40,21,"BRTE",0.5,"3","3",99,"MLLMM","destock",50,30,30,2.38095238095238
"TB",2021,40,21,"BRAR",4,"3","3",99,"MLLMM","destock",50,30,30,19.047619047619
"TB",2021,41,36.25,"BRTE",0,"3","3",0,"MLLMM","destock",50,30,30,0
"TB",2021,41,36.25,"BRAR",12,"3","3",0,"MLLMM","destock",50,30,30,33.1034482758621
"TB",2021,42,26.75,"BRTE",0,"3","3",50,"MLLMM","destock",50,30,30,0
"TB",2021,42,26.75,"BRAR",5,"3","3",50,"MLLMM","destock",50,30,30,18.6915887850467
"TB",2021,43,28.75,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2021,43,28.75,"BRAR",2,"3","2",0,"HHMMM","heavy",70,70,50,6.95652173913043
"TB",2021,44,59.25,"BRTE",0,"3","2",25,"HHMMM","heavy",70,70,50,0
"TB",2021,44,59.25,"BRAR",6,"3","2",25,"HHMMM","heavy",70,70,50,10.126582278481
"TB",2021,45,26.75,"BRTE",0,"3","2",50,"HHMMM","heavy",70,70,50,0
"TB",2021,45,26.75,"BRAR",2,"3","2",50,"HHMMM","heavy",70,70,50,7.47663551401869
"TB",2021,46,38.25,"BRTE",1,"3","2",75,"HHMMM","heavy",70,70,50,2.61437908496732
"TB",2021,46,38.25,"BRAR",0.5,"3","2",75,"HHMMM","heavy",70,70,50,1.30718954248366
"TB",2021,47,47.5,"BRTE",0,"3","2",99,"HHMMM","heavy",70,70,50,0
"TB",2021,47,47.5,"BRAR",0.5,"3","2",99,"HHMMM","heavy",70,70,50,1.05263157894737
"TB",2021,48,36.25,"BRTE",0,"3","2",0,"HHMMM","heavy",70,70,50,0
"TB",2021,48,36.25,"BRAR",0.25,"3","2",0,"HHMMM","heavy",70,70,50,0.689655172413793
"TB",2021,49,25.5,"BRTE",0,"3","1",50,"MMMMM","stable",50,50,50,0
"TB",2021,49,25.5,"BRAR",1,"3","1",50,"MMMMM","stable",50,50,50,3.92156862745098
"TB",2021,50,37.25,"BRTE",0,"3","1",25,"MMMMM","stable",50,50,50,0
"TB",2021,50,37.25,"BRAR",3,"3","1",25,"MMMMM","stable",50,50,50,8.05369127516778
"TB",2021,51,16.5,"BRTE",0,"3","1",99,"MMMMM","stable",50,50,50,0
"TB",2021,51,16.5,"BRAR",3,"3","1",99,"MMMMM","stable",50,50,50,18.1818181818182
"TB",2021,52,40.25,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2021,52,40.25,"BRAR",1,"3","1",0,"MMMMM","stable",50,50,50,2.48447204968944
"TB",2021,53,31.5,"BRTE",0,"3","1",0,"MMMMM","stable",50,50,50,0
"TB",2021,53,31.5,"BRAR",3,"3","1",0,"MMMMM","stable",50,50,50,9.52380952380952
"TB",2021,54,11.25,"BRTE",0,"3","1",75,"MMMMM","stable",50,50,50,0
"TB",2021,54,11.25,"BRAR",0,"3","1",75,"MMMMM","stable",50,50,50,0
